"Code";"Name";"Period";"Unemployed";"Year";"Value";"Measure Unit";"Attribute";
1203000;"Powiat chrzanowski";"as of the end of December";"long-term unemployed";"2024";1102;"person";"";
1204000;"Powiat dąbrowski";"as of the end of December";"total";"2024";2088;"person";"";
1204000;"Powiat dąbrowski";"as of the end of December";"females";"2024";1143;"person";"";
1204000;"Powiat dąbrowski";"as of the end of December";"males";"2024";945;"person";"";
1204000;"Powiat dąbrowski";"as of the end of December";"below 25 years";"2024";407;"person";"";
1204000;"Powiat dąbrowski";"as of the end of December";"below 30 years";"2024";694;"person";"";
1204000;"Powiat dąbrowski";"as of the end of December";"over 50 years";"2024";388;"person";"";
1204000;"Powiat dąbrowski";"as of the end of December";"long-term unemployed";"2024";1222;"person";"";
1205000;"Powiat gorlicki";"as of the end of December";"total";"2024";2230;"person";"";
1205000;"Powiat gorlicki";"as of the end of December";"females";"2024";1328;"person";"";
1205000;"Powiat gorlicki";"as of the end of December";"males";"2024";902;"person";"";
1205000;"Powiat gorlicki";"as of the end of December";"below 25 years";"2024";449;"person";"";
1205000;"Powiat gorlicki";"as of the end of December";"below 30 years";"2024";708;"person";"";
1205000;"Powiat gorlicki";"as of the end of December";"over 50 years";"2024";510;"person";"";
1205000;"Powiat gorlicki";"as of the end of December";"long-term unemployed";"2024";1054;"person";"";
1206000;"Powiat krakowski";"as of the end of December";"total";"2024";4562;"person";"";
1206000;"Powiat krakowski";"as of the end of December";"females";"2024";2208;"person";"";
1206000;"Powiat krakowski";"as of the end of December";"males";"2024";2354;"person";"";
1206000;"Powiat krakowski";"as of the end of December";"below 25 years";"2024";596;"person";"";
1206000;"Powiat krakowski";"as of the end of December";"below 30 years";"2024";1097;"person";"";
1206000;"Powiat krakowski";"as of the end of December";"over 50 years";"2024";1247;"person";"";
1206000;"Powiat krakowski";"as of the end of December";"long-term unemployed";"2024";2280;"person";"";
1207000;"Powiat limanowski";"as of the end of December";"total";"2024";3404;"person";"";
1207000;"Powiat limanowski";"as of the end of December";"females";"2024";1981;"person";"";
1207000;"Powiat limanowski";"as of the end of December";"males";"2024";1423;"person";"";
1207000;"Powiat limanowski";"as of the end of December";"below 25 years";"2024";818;"person";"";
1207000;"Powiat limanowski";"as of the end of December";"below 30 years";"2024";1285;"person";"";
1207000;"Powiat limanowski";"as of the end of December";"over 50 years";"2024";686;"person";"";
1207000;"Powiat limanowski";"as of the end of December";"long-term unemployed";"2024";1481;"person";"";
1208000;"Powiat miechowski";"as of the end of December";"total";"2024";822;"person";"";
1208000;"Powiat miechowski";"as of the end of December";"females";"2024";434;"person";"";
1208000;"Powiat miechowski";"as of the end of December";"males";"2024";388;"person";"";
1208000;"Powiat miechowski";"as of the end of December";"below 25 years";"2024";168;"person";"";
1208000;"Powiat miechowski";"as of the end of December";"below 30 years";"2024";255;"person";"";
1208000;"Powiat miechowski";"as of the end of December";"over 50 years";"2024";177;"person";"";
1208000;"Powiat miechowski";"as of the end of December";"long-term unemployed";"2024";433;"person";"";
1209000;"Powiat myślenicki";"as of the end of December";"total";"2024";1448;"person";"";
1209000;"Powiat myślenicki";"as of the end of December";"females";"2024";764;"person";"";
1209000;"Powiat myślenicki";"as of the end of December";"males";"2024";684;"person";"";
1209000;"Powiat myślenicki";"as of the end of December";"below 25 years";"2024";272;"person";"";
1209000;"Powiat myślenicki";"as of the end of December";"below 30 years";"2024";435;"person";"";
1209000;"Powiat myślenicki";"as of the end of December";"over 50 years";"2024";388;"person";"";
1209000;"Powiat myślenicki";"as of the end of December";"long-term unemployed";"2024";445;"person";"";
1210000;"Powiat nowosądecki";"as of the end of December";"total";"2024";5353;"person";"";
1210000;"Powiat nowosądecki";"as of the end of December";"females";"2024";3340;"person";"";
1210000;"Powiat nowosądecki";"as of the end of December";"males";"2024";2013;"person";"";
1210000;"Powiat nowosądecki";"as of the end of December";"below 25 years";"2024";1017;"person";"";
1210000;"Powiat nowosądecki";"as of the end of December";"below 30 years";"2024";1806;"person";"";
1210000;"Powiat nowosądecki";"as of the end of December";"over 50 years";"2024";1161;"person";"";
1210000;"Powiat nowosądecki";"as of the end of December";"long-term unemployed";"2024";2737;"person";"";
1211000;"Powiat nowotarski";"as of the end of December";"total";"2024";3257;"person";"";
1211000;"Powiat nowotarski";"as of the end of December";"females";"2024";1510;"person";"";
1211000;"Powiat nowotarski";"as of the end of December";"males";"2024";1747;"person";"";
1211000;"Powiat nowotarski";"as of the end of December";"below 25 years";"2024";622;"person";"";
1211000;"Powiat nowotarski";"as of the end of December";"below 30 years";"2024";1053;"person";"";
1211000;"Powiat nowotarski";"as of the end of December";"over 50 years";"2024";758;"person";"";
1211000;"Powiat nowotarski";"as of the end of December";"long-term unemployed";"2024";1067;"person";"";
1212000;"Powiat olkuski";"as of the end of December";"total";"2024";2665;"person";"";
1212000;"Powiat olkuski";"as of the end of December";"females";"2024";1267;"person";"";
1212000;"Powiat olkuski";"as of the end of December";"males";"2024";1398;"person";"";
1212000;"Powiat olkuski";"as of the end of December";"below 25 years";"2024";336;"person";"";
1212000;"Powiat olkuski";"as of the end of December";"below 30 years";"2024";604;"person";"";
1212000;"Powiat olkuski";"as of the end of December";"over 50 years";"2024";670;"person";"";
1212000;"Powiat olkuski";"as of the end of December";"long-term unemployed";"2024";1494;"person";"";
1213000;"Powiat oświęcimski";"as of the end of December";"total";"2024";2229;"person";"";
1213000;"Powiat oświęcimski";"as of the end of December";"females";"2024";1196;"person";"";
1213000;"Powiat oświęcimski";"as of the end of December";"males";"2024";1033;"person";"";
1213000;"Powiat oświęcimski";"as of the end of December";"below 25 years";"2024";299;"person";"";
1213000;"Powiat oświęcimski";"as of the end of December";"below 30 years";"2024";526;"person";"";
1213000;"Powiat oświęcimski";"as of the end of December";"over 50 years";"2024";574;"person";"";
1213000;"Powiat oświęcimski";"as of the end of December";"long-term unemployed";"2024";872;"person";"";
1214000;"Powiat proszowicki";"as of the end of December";"total";"2024";775;"person";"";
1214000;"Powiat proszowicki";"as of the end of December";"females";"2024";367;"person";"";
1214000;"Powiat proszowicki";"as of the end of December";"males";"2024";408;"person";"";
1214000;"Powiat proszowicki";"as of the end of December";"below 25 years";"2024";193;"person";"";
1214000;"Powiat proszowicki";"as of the end of December";"below 30 years";"2024";281;"person";"";
1214000;"Powiat proszowicki";"as of the end of December";"over 50 years";"2024";161;"person";"";
1214000;"Powiat proszowicki";"as of the end of December";"long-term unemployed";"2024";352;"person";"";
1215000;"Powiat suski";"as of the end of December";"total";"2024";1331;"person";"";
1215000;"Powiat suski";"as of the end of December";"females";"2024";676;"person";"";
1215000;"Powiat suski";"as of the end of December";"males";"2024";655;"person";"";
1215000;"Powiat suski";"as of the end of December";"below 25 years";"2024";316;"person";"";
1215000;"Powiat suski";"as of the end of December";"below 30 years";"2024";485;"person";"";
1215000;"Powiat suski";"as of the end of December";"over 50 years";"2024";288;"person";"";
1215000;"Powiat suski";"as of the end of December";"long-term unemployed";"2024";456;"person";"";
1216000;"Powiat tarnowski";"as of the end of December";"total";"2024";4032;"person";"";
1216000;"Powiat tarnowski";"as of the end of December";"females";"2024";2334;"person";"";
1216000;"Powiat tarnowski";"as of the end of December";"males";"2024";1698;"person";"";
1216000;"Powiat tarnowski";"as of the end of December";"below 25 years";"2024";770;"person";"";
1216000;"Powiat tarnowski";"as of the end of December";"below 30 years";"2024";1291;"person";"";
1216000;"Powiat tarnowski";"as of the end of December";"over 50 years";"2024";968;"person";"";
1216000;"Powiat tarnowski";"as of the end of December";"long-term unemployed";"2024";2065;"person";"";
1217000;"Powiat tatrzański";"as of the end of December";"total";"2024";2197;"person";"";
1217000;"Powiat tatrzański";"as of the end of December";"females";"2024";944;"person";"";
1217000;"Powiat tatrzański";"as of the end of December";"males";"2024";1253;"person";"";
1217000;"Powiat tatrzański";"as of the end of December";"below 25 years";"2024";365;"person";"";
1217000;"Powiat tatrzański";"as of the end of December";"below 30 years";"2024";646;"person";"";
1217000;"Powiat tatrzański";"as of the end of December";"over 50 years";"2024";510;"person";"";
1217000;"Powiat tatrzański";"as of the end of December";"long-term unemployed";"2024";1334;"person";"";
1218000;"Powiat wadowicki";"as of the end of December";"total";"2024";3107;"person";"";
1218000;"Powiat wadowicki";"as of the end of December";"females";"2024";1594;"person";"";
1218000;"Powiat wadowicki";"as of the end of December";"males";"2024";1513;"person";"";
1218000;"Powiat wadowicki";"as of the end of December";"below 25 years";"2024";500;"person";"";
1218000;"Powiat wadowicki";"as of the end of December";"below 30 years";"2024";814;"person";"";
1218000;"Powiat wadowicki";"as of the end of December";"over 50 years";"2024";854;"person";"";
1218000;"Powiat wadowicki";"as of the end of December";"long-term unemployed";"2024";1356;"person";"";
1219000;"Powiat wielicki";"as of the end of December";"total";"2024";1917;"person";"";
1219000;"Powiat wielicki";"as of the end of December";"females";"2024";948;"person";"";
1219000;"Powiat wielicki";"as of the end of December";"males";"2024";969;"person";"";
1219000;"Powiat wielicki";"as of the end of December";"below 25 years";"2024";248;"person";"";
1219000;"Powiat wielicki";"as of the end of December";"below 30 years";"2024";468;"person";"";
1219000;"Powiat wielicki";"as of the end of December";"over 50 years";"2024";563;"person";"";
1219000;"Powiat wielicki";"as of the end of December";"long-term unemployed";"2024";724;"person";"";
1261000;"City with powiat status Kraków";"as of the end of December";"total";"2024";10657;"person";"";
1261000;"City with powiat status Kraków";"as of the end of December";"females";"2024";5205;"person";"";
1261000;"City with powiat status Kraków";"as of the end of December";"males";"2024";5452;"person";"";
1261000;"City with powiat status Kraków";"as of the end of December";"below 25 years";"2024";646;"person";"";
1261000;"City with powiat status Kraków";"as of the end of December";"below 30 years";"2024";1713;"person";"";
1261000;"City with powiat status Kraków";"as of the end of December";"over 50 years";"2024";3331;"person";"";
1261000;"City with powiat status Kraków";"as of the end of December";"long-term unemployed";"2024";4573;"person";"";
1262000;"City with powiat status Nowy Sącz";"as of the end of December";"total";"2024";1562;"person";"";
1262000;"City with powiat status Nowy Sącz";"as of the end of December";"females";"2024";855;"person";"";
1262000;"City with powiat status Nowy Sącz";"as of the end of December";"males";"2024";707;"person";"";
