"Code";"Name";"Indicators";"Year";"Value";"Measure Unit";"Attribute";
2802034;"Frombork - urban area (4)";"population chenge per 1000 inhabitants";"2023";-33.4;"person";"";
2802034;"Frombork - urban area (4)";"population in thousands";"2023";2.03;"thousand persons";"";
2802034;"Frombork - urban area (4)";"population in thousands men";"2023";0.98;"thousand persons";"";
2802034;"Frombork - urban area (4)";"population in thousands women";"2023";1.05;"thousand persons";"";
2802034;"Frombork - urban area (4)";"urbanization rate";"2023";100.0;"%";"";
2802035;"Frombork - rural area (5)";"population per 1 km2";"2023";8.8;"person";"";
2802035;"Frombork - rural area (5)";"population density of the built-up and urbanized area";"2023";;"person";"";
2802035;"Frombork - rural area (5)";"population chenge per 1000 inhabitants";"2023";-24.3;"person";"";
2802035;"Frombork - rural area (5)";"population in thousands";"2023";1.04;"thousand persons";"";
2802035;"Frombork - rural area (5)";"population in thousands men";"2023";0.54;"thousand persons";"";
2802035;"Frombork - rural area (5)";"population in thousands women";"2023";0.50;"thousand persons";"";
2802035;"Frombork - rural area (5)";"urbanization rate";"2023";0.0;"%";"";
2802042;"Lelkowo (2)";"population per 1 km2";"2023";12.0;"person";"";
2802042;"Lelkowo (2)";"population density of the built-up and urbanized area";"2023";;"person";"";
2802042;"Lelkowo (2)";"population chenge per 1000 inhabitants";"2023";-24.3;"person";"";
2802042;"Lelkowo (2)";"population in thousands";"2023";2.37;"thousand persons";"";
2802042;"Lelkowo (2)";"population in thousands men";"2023";1.20;"thousand persons";"";
2802042;"Lelkowo (2)";"population in thousands women";"2023";1.17;"thousand persons";"";
2802042;"Lelkowo (2)";"urbanization rate";"2023";0.0;"%";"";
2802053;"Pieniężno (3)";"population per 1 km2";"2023";22.9;"person";"";
2802053;"Pieniężno (3)";"population density of the built-up and urbanized area";"2023";;"person";"";
2802053;"Pieniężno (3)";"population chenge per 1000 inhabitants";"2023";-13.0;"person";"";
2802053;"Pieniężno (3)";"population in thousands";"2023";5.53;"thousand persons";"";
2802053;"Pieniężno (3)";"population in thousands men";"2023";2.81;"thousand persons";"";
2802053;"Pieniężno (3)";"population in thousands women";"2023";2.72;"thousand persons";"";
2802053;"Pieniężno (3)";"urbanization rate";"2023";43.8;"%";"";
2802054;"Pieniężno - urban area (4)";"population per 1 km2";"2023";633.5;"person";"";
2802054;"Pieniężno - urban area (4)";"population density of the built-up and urbanized area";"2023";;"person";"";
2802054;"Pieniężno - urban area (4)";"population chenge per 1000 inhabitants";"2023";-12.2;"person";"";
2802054;"Pieniężno - urban area (4)";"population in thousands";"2023";2.42;"thousand persons";"";
2802054;"Pieniężno - urban area (4)";"population in thousands men";"2023";1.12;"thousand persons";"";
2802054;"Pieniężno - urban area (4)";"population in thousands women";"2023";1.30;"thousand persons";"";
2802054;"Pieniężno - urban area (4)";"urbanization rate";"2023";100.0;"%";"";
2802055;"Pieniężno - rural area (5)";"population per 1 km2";"2023";13.1;"person";"";
2802055;"Pieniężno - rural area (5)";"population density of the built-up and urbanized area";"2023";;"person";"";
2802055;"Pieniężno - rural area (5)";"population chenge per 1000 inhabitants";"2023";-13.6;"person";"";
2802055;"Pieniężno - rural area (5)";"population in thousands";"2023";3.11;"thousand persons";"";
2802055;"Pieniężno - rural area (5)";"population in thousands men";"2023";1.69;"thousand persons";"";
2802055;"Pieniężno - rural area (5)";"population in thousands women";"2023";1.42;"thousand persons";"";
2802055;"Pieniężno - rural area (5)";"urbanization rate";"2023";0.0;"%";"";
2802062;"Płoskinia (2)";"population per 1 km2";"2023";13.7;"person";"";
2802062;"Płoskinia (2)";"population density of the built-up and urbanized area";"2023";;"person";"";
2802062;"Płoskinia (2)";"population chenge per 1000 inhabitants";"2023";-8.9;"person";"";
2802062;"Płoskinia (2)";"population in thousands";"2023";2.35;"thousand persons";"";
2802062;"Płoskinia (2)";"population in thousands men";"2023";1.23;"thousand persons";"";
2802062;"Płoskinia (2)";"population in thousands women";"2023";1.12;"thousand persons";"";
2802062;"Płoskinia (2)";"urbanization rate";"2023";0.0;"%";"";
2802072;"Wilczęta (2)";"population per 1 km2";"2023";17.3;"person";"";
2802072;"Wilczęta (2)";"population density of the built-up and urbanized area";"2023";;"person";"";
2802072;"Wilczęta (2)";"population chenge per 1000 inhabitants";"2023";-18.5;"person";"";
2802072;"Wilczęta (2)";"population in thousands";"2023";2.55;"thousand persons";"";
2802072;"Wilczęta (2)";"population in thousands men";"2023";1.28;"thousand persons";"";
2802072;"Wilczęta (2)";"population in thousands women";"2023";1.27;"thousand persons";"";
2802072;"Wilczęta (2)";"urbanization rate";"2023";0.0;"%";"";
2803000;"Powiat działdowski";"population per 1 km2";"2023";64.4;"person";"";
2803000;"Powiat działdowski";"population density of the built-up and urbanized area";"2023";;"person";"";
2803000;"Powiat działdowski";"population chenge per 1000 inhabitants";"2023";-8.1;"person";"";
2803000;"Powiat działdowski";"population in thousands";"2023";61.42;"thousand persons";"";
2803000;"Powiat działdowski";"population in thousands men";"2023";30.20;"thousand persons";"";
2803000;"Powiat działdowski";"population in thousands women";"2023";31.21;"thousand persons";"";
2803000;"Powiat działdowski";"urbanization rate";"2023";44.5;"%";"";
2803011;"Działdowo (1)";"population per 1 km2";"2023";1754.6;"person";"";
2803011;"Działdowo (1)";"population density of the built-up and urbanized area";"2023";;"person";"";
2803011;"Działdowo (1)";"population chenge per 1000 inhabitants";"2023";-11.9;"person";"";
2803011;"Działdowo (1)";"population in thousands";"2023";20.13;"thousand persons";"";
2803011;"Działdowo (1)";"population in thousands men";"2023";9.64;"thousand persons";"";
2803011;"Działdowo (1)";"population in thousands women";"2023";10.49;"thousand persons";"";
2803011;"Działdowo (1)";"urbanization rate";"2023";100.0;"%";"";
2803022;"Działdowo (2)";"population per 1 km2";"2023";35.3;"person";"";
2803022;"Działdowo (2)";"population density of the built-up and urbanized area";"2023";;"person";"";
2803022;"Działdowo (2)";"population chenge per 1000 inhabitants";"2023";7.6;"person";"";
2803022;"Działdowo (2)";"population in thousands";"2023";9.61;"thousand persons";"";
2803022;"Działdowo (2)";"population in thousands men";"2023";4.91;"thousand persons";"";
2803022;"Działdowo (2)";"population in thousands women";"2023";4.70;"thousand persons";"";
2803022;"Działdowo (2)";"urbanization rate";"2023";0.0;"%";"";
2803032;"Iłowo-Osada (2)";"population per 1 km2";"2023";64.6;"person";"";
2803032;"Iłowo-Osada (2)";"population density of the built-up and urbanized area";"2023";;"person";"";
2803032;"Iłowo-Osada (2)";"population chenge per 1000 inhabitants";"2023";-13.3;"person";"";
2803032;"Iłowo-Osada (2)";"population in thousands";"2023";6.70;"thousand persons";"";
2803032;"Iłowo-Osada (2)";"population in thousands men";"2023";3.25;"thousand persons";"";
2803032;"Iłowo-Osada (2)";"population in thousands women";"2023";3.45;"thousand persons";"";
2803032;"Iłowo-Osada (2)";"urbanization rate";"2023";0.0;"%";"";
2803043;"Lidzbark (3)";"population per 1 km2";"2023";51.7;"person";"";
2803043;"Lidzbark (3)";"population density of the built-up and urbanized area";"2023";;"person";"";
2803043;"Lidzbark (3)";"population chenge per 1000 inhabitants";"2023";-9.9;"person";"";
2803043;"Lidzbark (3)";"population in thousands";"2023";13.17;"thousand persons";"";
2803043;"Lidzbark (3)";"population in thousands men";"2023";6.44;"thousand persons";"";
2803043;"Lidzbark (3)";"population in thousands women";"2023";6.73;"thousand persons";"";
2803043;"Lidzbark (3)";"urbanization rate";"2023";54.5;"%";"";
2803044;"Lidzbark - urban area (4)";"population per 1 km2";"2023";1264.4;"person";"";
2803044;"Lidzbark - urban area (4)";"population density of the built-up and urbanized area";"2023";;"person";"";
2803044;"Lidzbark - urban area (4)";"population chenge per 1000 inhabitants";"2023";-16.2;"person";"";
2803044;"Lidzbark - urban area (4)";"population in thousands";"2023";7.18;"thousand persons";"";
2803044;"Lidzbark - urban area (4)";"population in thousands men";"2023";3.39;"thousand persons";"";
2803044;"Lidzbark - urban area (4)";"population in thousands women";"2023";3.79;"thousand persons";"";
2803044;"Lidzbark - urban area (4)";"urbanization rate";"2023";100.0;"%";"";
2803045;"Lidzbark - rural area (5)";"population per 1 km2";"2023";24.0;"person";"";
2803045;"Lidzbark - rural area (5)";"population density of the built-up and urbanized area";"2023";;"person";"";
2803045;"Lidzbark - rural area (5)";"population chenge per 1000 inhabitants";"2023";-2.3;"person";"";
2803045;"Lidzbark - rural area (5)";"population in thousands";"2023";5.99;"thousand persons";"";
2803045;"Lidzbark - rural area (5)";"population in thousands men";"2023";3.05;"thousand persons";"";
2803045;"Lidzbark - rural area (5)";"population in thousands women";"2023";2.94;"thousand persons";"";
2803045;"Lidzbark - rural area (5)";"urbanization rate";"2023";0.0;"%";"";
2803052;"Płośnica (2)";"population per 1 km2";"2023";31.1;"person";"";
2803052;"Płośnica (2)";"population density of the built-up and urbanized area";"2023";;"person";"";
2803052;"Płośnica (2)";"population chenge per 1000 inhabitants";"2023";-8.6;"person";"";
2803052;"Płośnica (2)";"population in thousands";"2023";5.08;"thousand persons";"";
2803052;"Płośnica (2)";"population in thousands men";"2023";2.57;"thousand persons";"";
2803052;"Płośnica (2)";"population in thousands women";"2023";2.52;"thousand persons";"";
2803052;"Płośnica (2)";"urbanization rate";"2023";0.0;"%";"";
2803062;"Rybno (2)";"population per 1 km2";"2023";45.3;"person";"";
2803062;"Rybno (2)";"population density of the built-up and urbanized area";"2023";;"person";"";
2803062;"Rybno (2)";"population chenge per 1000 inhabitants";"2023";-9.6;"person";"";
2803062;"Rybno (2)";"population in thousands";"2023";6.73;"thousand persons";"";
2803062;"Rybno (2)";"population in thousands men";"2023";3.40;"thousand persons";"";
2803062;"Rybno (2)";"population in thousands women";"2023";3.33;"thousand persons";"";
2803062;"Rybno (2)";"urbanization rate";"2023";0.0;"%";"";
2804000;"Powiat elbląski";"population per 1 km2";"2023";38.3;"person";"";
2804000;"Powiat elbląski";"population density of the built-up and urbanized area";"2023";;"person";"";
2804000;"Powiat elbląski";"population chenge per 1000 inhabitants";"2023";-8.7;"person";"";
2804000;"Powiat elbląski";"population in thousands";"2023";54.14;"thousand persons";"";
2804000;"Powiat elbląski";"population in thousands men";"2023";27.22;"thousand persons";"";
2804000;"Powiat elbląski";"population in thousands women";"2023";26.93;"thousand persons";"";
2804000;"Powiat elbląski";"urbanization rate";"2023";29.2;"%";"";
2804012;"Elbląg (2)";"population per 1 km2";"2023";39.7;"person";"";
2804012;"Elbląg (2)";"population density of the built-up and urbanized area";"2023";;"person";"";
2804012;"Elbląg (2)";"population chenge per 1000 inhabitants";"2023";0.8;"person";"";
2804012;"Elbląg (2)";"population in thousands";"2023";7.64;"thousand persons";"";
2804012;"Elbląg (2)";"population in thousands men";"2023";3.90;"thousand persons";"";
2804012;"Elbląg (2)";"population in thousands women";"2023";3.74;"thousand persons";"";
2804012;"Elbląg (2)";"urbanization rate";"2023";0.0;"%";"";
2804022;"Godkowo (2)";"population per 1 km2";"2023";16.3;"person";"";
2804022;"Godkowo (2)";"population density of the built-up and urbanized area";"2023";;"person";"";
2804022;"Godkowo (2)";"population chenge per 1000 inhabitants";"2023";-6.6;"person";"";
2804022;"Godkowo (2)";"population in thousands";"2023";2.72;"thousand persons";"";
2804022;"Godkowo (2)";"population in thousands men";"2023";1.37;"thousand persons";"";
2804022;"Godkowo (2)";"population in thousands women";"2023";1.35;"thousand persons";"";
2804022;"Godkowo (2)";"urbanization rate";"2023";0.0;"%";"";
2804032;"Gronowo Elbląskie (2)";"population per 1 km2";"2023";53.5;"person";"";
2804032;"Gronowo Elbląskie (2)";"population density of the built-up and urbanized area";"2023";;"person";"";
2804032;"Gronowo Elbląskie (2)";"population chenge per 1000 inhabitants";"2023";-12.9;"person";"";
2804032;"Gronowo Elbląskie (2)";"population in thousands";"2023";4.76;"thousand persons";"";
2804032;"Gronowo Elbląskie (2)";"population in thousands men";"2023";2.41;"thousand persons";"";
2804032;"Gronowo Elbląskie (2)";"population in thousands women";"2023";2.36;"thousand persons";"";
2804032;"Gronowo Elbląskie (2)";"urbanization rate";"2023";0.0;"%";"";
2804042;"Markusy (2)";"population per 1 km2";"2023";35.3;"person";"";
2804042;"Markusy (2)";"population density of the built-up and urbanized area";"2023";;"person";"";
2804042;"Markusy (2)";"population chenge per 1000 inhabitants";"2023";-8.0;"person";"";
2804042;"Markusy (2)";"population in thousands";"2023";3.86;"thousand persons";"";
2804042;"Markusy (2)";"population in thousands men";"2023";2.01;"thousand persons";"";
2804042;"Markusy (2)";"population in thousands women";"2023";1.86;"thousand persons";"";
2804042;"Markusy (2)";"urbanization rate";"2023";0.0;"%";"";
2804052;"Milejewo (2)";"population per 1 km2";"2023";34.0;"person";"";
2804052;"Milejewo (2)";"population density of the built-up and urbanized area";"2023";;"person";"";
2804052;"Milejewo (2)";"population chenge per 1000 inhabitants";"2023";-0.6;"person";"";
2804052;"Milejewo (2)";"population in thousands";"2023";3.25;"thousand persons";"";
2804052;"Milejewo (2)";"population in thousands men";"2023";1.70;"thousand persons";"";
2804052;"Milejewo (2)";"population in thousands women";"2023";1.56;"thousand persons";"";
2804052;"Milejewo (2)";"urbanization rate";"2023";0.0;"%";"";
2804063;"Młynary (3)";"population per 1 km2";"2023";26.6;"person";"";
2804063;"Młynary (3)";"population density of the built-up and urbanized area";"2023";;"person";"";
2804063;"Młynary (3)";"population chenge per 1000 inhabitants";"2023";-7.1;"person";"";
2804063;"Młynary (3)";"population in thousands";"2023";4.18;"thousand persons";"";
